player,tour,status,hand,backhand,wikipedia_title,raw_plays,height_cm,height_status,birth_year,birth_year_status
Yamaguchi M.,WTA,resolved,Right-handed,two-handed,Mei Yamaguchi (tennis),Right (two-handed backhand),159.0,resolved,1999,resolved
Yamalapalli S.,WTA,resolved,Right-handed,two-handed,Sahaja Yamalapalli,Right (two-handed backhand),,missing_height_field,2000,resolved
Yang V.,WTA,unresolved_name,,,,,,,,
Yang Y.,WTA,unresolved_name,,,,,,,,
Yao X.,WTA,no_infobox,,,Xinzhong Yao,,,missing_height_field,,missing_birth_date_field
Yastremska D.,WTA,resolved,Right-handed,two-handed,Dayana Yastremska,Right (two-handed backhand),175.0,resolved,2000,resolved
You X.,WTA,unresolved_name,,,,,,,,
Yu E.,WTA,unresolved_name,,,,,,,,
Yuan Y.,WTA,no_infobox,,,Yuan Yuan,,,missing_height_field,,missing_birth_date_field
Zaar L.,WTA,resolved,Right-handed,two-handed,Lisa Zaar,Right (two-handed backhand),,missing_height_field,2000,resolved
Zacarias M.,WTA,resolved,Right-handed,two-handed,Marcela Zacarías,Right (two-handed backhand),160.0,resolved,1994,resolved
Zakharova A.,WTA,hand_only_no_backhand,Right-handed,,Anastasia Zakharova,Right-handed,170.0,resolved,2002,resolved
Zanevska M.,WTA,resolved,Right-handed,two-handed,Maryna Zanevska,Right-handed (two-handed backhand),175.0,resolved,1993,resolved
Zantedeschi A.,WTA,resolved,Right-handed,two-handed,Aurora Zantedeschi,Right (two-handed backhand),,missing_height_field,2000,resolved
Zarazua R.,WTA,missing_plays_field,,,Renata Zarazúa,,160.0,resolved,1997,resolved
Zavatska K.,WTA,resolved,Right-handed,two-handed,Katarina Zavatska,Right (two-handed backhand),173.0,resolved,2000,resolved
Zhang R.,WTA,unresolved_name,,,,,,,,
Zhang S.,WTA,resolved,Right-handed,two-handed,Zhang Shuai,Right (two-handed backhand),177.0,resolved,1989,resolved
Zhao C.,WTA,resolved,Right-handed,two-handed,Carol Zhao,Right (two-handed backhand),168.0,resolved,1995,resolved
Zheng Q.,WTA,resolved,Right-handed,two-handed,Zheng Qinwen,Right-handed (two-handed backhand),178.0,resolved,2002,resolved
Zheng S.,WTA,unresolved_name,,,,,,,,
Zheng W.,WTA,unresolved_name,,,,,,,,
Zhu C.,WTA,unresolved_name,,,,,,,,
Zhu L.,WTA,unresolved_name,,,,,,,,
Zidansek T.,WTA,resolved,Right-handed,two-handed,Tamara Zidanšek,Right (two-handed backhand),168.0,resolved,1997,resolved
Zucchini A.,WTA,resolved,Right-handed,two-handed,Arianna Zucchini,Right-handed (two-handed backhand),,missing_height_field,2003,resolved
Zueger J.,WTA,unresolved_name,,,,,,,,
Zuger J.,WTA,resolved,Right-handed,two-handed,Joanne Züger,Right (two-handed backhand),170.0,resolved,2000,resolved
Zvonareva V.,WTA,resolved,Right-handed,two-handed,Vera Zvonareva,Right-handed (two-handed backhand),172.0,resolved,1984,resolved
