Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Pervak K.,Medina Garrigues A.,73
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Ondraskova Z.,Date-Krumm K.,Date-Krumm K.,83
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Parra Santonja A.,Mirza S.,Mirza S.,62
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Peng S.,Arn G.,Peng S.,32
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Razzano V.,Cornet A.,Razzano V.,101
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Rus A.,Dominguez Lino L.,Dominguez Lino L.,104
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Safina D.,Dokic J.,Safina D.,91
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Scheepers C.,Hercog P.,Scheepers C.,81
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Stephens S.,Zahlavova Strycova B.,Zahlavova Strycova B.,192
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Tatishvili A.,Govortsova O.,Tatishvili A.,125
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Tomljanovic A.,Hampton J.,Hampton J.,173
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Vesnina E.,Dulko G.,Vesnina E.,56
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Yakimova A.,Kudryavtseva A.,Yakimova A.,94
Sony Ericsson Open,2011-03-23,Outdoor,Hard,1st Round,3,Zhang S.,Szavay A.,Szavay A.,77
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Benesova I.,Pennetta F.,Benesova I.,46
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Dulgheru A.,Scheepers C.,Dulgheru A.,28
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Halep S.,Kuznetsova S.,Kuznetsova S.,66
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Hantuchova D.,Oudin M.,Hantuchova D.,30
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Jankovic J.,Niculescu M.,Jankovic J.,7
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Larsson J.,Li N.,Larsson J.,78
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Mattek-Sands B.,Wozniacki C.,Wozniacki C.,43
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Peer S.,Medina Garrigues A.,Medina Garrigues A.,11
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Petkovic A.,Hampton J.,Petkovic A.,23
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Rezai A.,Peng S.,Peng S.,24
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Schnyder P.,Safarova L.,Safarova L.,41
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Sharapova M.,Martic P.,Sharapova M.,13
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Wickmayer Y.,Vesnina E.,Vesnina E.,20
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Zakopalova K.,Baltacha E.,Zakopalova K.,36
Sony Ericsson Open,2011-03-24,Outdoor,Hard,2nd Round,3,Zheng J.,Stosur S.,Stosur S.,59
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Azarenka V.,Hradecka L.,Azarenka V.,8
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Bartoli M.,Morita A.,Bartoli M.,10
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Cibulkova D.,Bacsinszky T.,Cibulkova D.,25
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Clijsters K.,Yakimova A.,Clijsters K.,2
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Dominguez Lino L.,Pironkova T.,Dominguez Lino L.,49
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Kanepi K.,Razzano V.,Razzano V.,16
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Lepchenko V.,Kvitova P.,Kvitova P.,82
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Makarova E.,Kleybanova A.,Makarova E.,39
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Mirza S.,Kirilenko M.,Kirilenko M.,99
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Safina D.,Zvonareva V.,Zvonareva V.,91
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Schiavone F.,Kerber A.,Schiavone F.,4
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Szavay A.,Pavlyuchenkova A.,Pavlyuchenkova A.,44
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Tatishvili A.,Martinez-Sanchez M.J.,Martinez-Sanchez M.J.,125
Sony Ericsson Open,2011-03-25,Outdoor,Hard,2nd Round,3,Zahlavova Strycova B.,Radwanska A.,Radwanska A.,50
Sony Ericsson Open,2011-03-26,Outdoor,Hard,2nd Round,3,Date-Krumm K.,Ivanovic A.,Ivanovic A.,54
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Dulgheru A.,Larsson J.,Dulgheru A.,28
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Lisicki S.,Sharapova M.,Sharapova M.,217
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Peng S.,Kuznetsova S.,Peng S.,32
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Petkovic A.,Benesova I.,Petkovic A.,23
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Stosur S.,Safarova L.,Stosur S.,5
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Vesnina E.,Medina Garrigues A.,Medina Garrigues A.,56
Sony Ericsson Open,2011-03-26,Outdoor,Hard,3rd Round,3,Zakopalova K.,Jankovic J.,Jankovic J.,36
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Bartoli M.,Makarova E.,Bartoli M.,10
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Hantuchova D.,Wozniacki C.,Wozniacki C.,30
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Kirilenko M.,Radwanska A.,Radwanska A.,27
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Kvitova P.,Pavlyuchenkova A.,Pavlyuchenkova A.,18
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Martinez-Sanchez M.J.,Clijsters K.,Clijsters K.,33
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Schiavone F.,Dominguez Lino L.,Schiavone F.,4
Sony Ericsson Open,2011-03-27,Outdoor,Hard,3rd Round,3,Zvonareva V.,Groth J.,Zvonareva V.,3
Sony Ericsson Open,2011-03-28,Outdoor,Hard,3rd Round,3,Azarenka V.,Cibulkova D.,Azarenka V.,8
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Bartoli M.,Zvonareva V.,Zvonareva V.,10
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Dulgheru A.,Peng S.,Dulgheru A.,28
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Jankovic J.,Medina Garrigues A.,Jankovic J.,7
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Pavlyuchenkova A.,Azarenka V.,Azarenka V.,21
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Radwanska A.,Schiavone F.,Radwanska A.,14
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Stosur S.,Sharapova M.,Sharapova M.,5
Sony Ericsson Open,2011-03-28,Outdoor,Hard,4th Round,3,Wozniacki C.,Petkovic A.,Petkovic A.,1
Sony Ericsson Open,2011-03-29,Outdoor,Hard,4th Round,3,Clijsters K.,Ivanovic A.,Clijsters K.,2
Sony Ericsson Open,2011-03-29,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Petkovic A.,Petkovic A.,7
Sony Ericsson Open,2011-03-30,Outdoor,Hard,Quarterfinals,3,Radwanska A.,Zvonareva V.,Zvonareva V.,14
Sony Ericsson Open,2011-03-30,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Dulgheru A.,Sharapova M.,13
Sony Ericsson Open,2011-03-31,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Clijsters K.,Azarenka V.,8
Sony Ericsson Open,2011-03-31,Outdoor,Hard,Semifinals,3,Petkovic A.,Sharapova M.,Sharapova M.,23
Sony Ericsson Open,2011-04-01,Outdoor,Hard,Semifinals,3,Azarenka V.,Zvonareva V.,Azarenka V.,8
Sony Ericsson Open,2011-04-02,Outdoor,Hard,The Final,3,Sharapova M.,Azarenka V.,Azarenka V.,13
Andalucia Tennis Experience,2011-04-04,Outdoor,Clay,1st Round,3,Errani S.,Cirstea S.,Errani S.,43
Andalucia Tennis Experience,2011-04-04,Outdoor,Clay,1st Round,3,Hercog P.,Pous-Tio L.,Pous-Tio L.,68
Andalucia Tennis Experience,2011-04-04,Outdoor,Clay,1st Round,3,Pivovarova A.,Dulgheru A.,Dulgheru A.,117
Andalucia Tennis Experience,2011-04-04,Outdoor,Clay,1st Round,3,Zahlavova S.,Vinci R.,Zahlavova S.,104
Andalucia Tennis Experience,2011-04-04,Outdoor,Clay,1st Round,3,Zakopalova K.,Yakimova A.,Zakopalova K.,34
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Arvidsson S.,Cornet A.,Arvidsson S.,84
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Czink M.,Birnerova E.,Birnerova E.,706
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Goerges J.,Govortsova O.,Goerges J.,35
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,King V.,Dushevina V.,King V.,109
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Lucic M.,Morita A.,Morita A.,96
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Martic P.,Rodina E.,Rodina E.,114
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Mattek-Sands B.,Stevenson A.,Mattek-Sands B.,41
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Mchale C.,Watson H.,Mchale C.,97
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Puig M.,Zheng J.,Zheng J.,381
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Riske A.,Mirza S.,Mirza S.,118
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Rodionova An.,Ondraskova Z.,Rodionova An.,74
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Rogers S.,Craybas J.,Craybas J.,335
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Rybarikova M.,Falconi I.,Falconi I.,69
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Scheepers C.,Schnyder P.,Scheepers C.,80
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Stephens S.,Peng S.,Peng S.,180
Family Circle Cup,2011-04-04,Outdoor,Clay,1st Round,3,Vesnina E.,Marino R.,Vesnina E.,56
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Brianti A.,Begu I.,Begu I.,95
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Cabeza-Candela E.,Rezai A.,Cabeza-Candela E.,258
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Flipkens K.,Barrois K.,Barrois K.,103
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Kerber A.,Dominguez Lino L.,Dominguez Lino L.,60
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Kuznetsova S.,Barthel M.,Kuznetsova S.,14
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Larsson J.,Szavay A.,Szavay A.,77
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Niculescu M.,Arruabarrena-Vecino L.,Arruabarrena-Vecino L.,61
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Pironkova T.,Torro Flor M.T.,Pironkova T.,36
Andalucia Tennis Experience,2011-04-05,Outdoor,Clay,1st Round,3,Safina D.,Rus A.,Safina D.,81
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Gallovits E.,Hampton J.,Gallovits E.,105
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Hlavackova A.,Zahlavova Strycova B.,Zahlavova Strycova B.,94
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Kirilenko M.,Lepchenko V.,Kirilenko M.,28
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Hantuchova D.,Hantuchova D.,72
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Paszek T.,Oudin M.,Paszek T.,93
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Tatishvili A.,Dokic J.,Tatishvili A.,115
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Voracova R.,Lisicki S.,Lisicki S.,92
Family Circle Cup,2011-04-05,Outdoor,Clay,1st Round,3,Zhang S.,Mayr P.,Mayr P.,73
Family Circle Cup,2011-04-05,Outdoor,Clay,2nd Round,3,Mchale C.,Kleybanova A.,Mchale C.,97
Family Circle Cup,2011-04-05,Outdoor,Clay,2nd Round,3,Mirza S.,King V.,Mirza S.,90
Family Circle Cup,2011-04-05,Outdoor,Clay,2nd Round,3,Morita A.,Peng S.,Peng S.,53
Family Circle Cup,2011-04-05,Outdoor,Clay,2nd Round,3,Scheepers C.,Craybas J.,Scheepers C.,80
Family Circle Cup,2011-04-05,Outdoor,Clay,2nd Round,3,Zheng J.,Wickmayer Y.,Wickmayer Y.,52
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Benesova I.,Medina Garrigues A.,62
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,1st Round,3,Parra Santonja A.,Azarenka V.,Azarenka V.,65
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,2nd Round,3,Barrois K.,Errani S.,Errani S.,79
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,2nd Round,3,Safina D.,Pironkova T.,Safina D.,81
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,2nd Round,3,Szavay A.,Kuznetsova S.,Kuznetsova S.,44
Andalucia Tennis Experience,2011-04-06,Outdoor,Clay,2nd Round,3,Zakopalova K.,Dominguez Lino L.,Zakopalova K.,34
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Arvidsson S.,Peer S.,Peer S.,84
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Jankovic J.,Paszek T.,Jankovic J.,8
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Kirilenko M.,Tatishvili A.,Tatishvili A.,28
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Mattek-Sands B.,Vesnina E.,Vesnina E.,41
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Petrova N.,Gallovits E.,Petrova N.,22
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Rodina E.,Hantuchova D.,Hantuchova D.,76
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Rodionova An.,Zahlavova Strycova B.,Zahlavova Strycova B.,74
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Stosur S.,Mayr P.,Stosur S.,5
Family Circle Cup,2011-04-06,Outdoor,Clay,2nd Round,3,Wozniacki C.,Falconi I.,Wozniacki C.,1
Andalucia Tennis Experience,2011-04-07,Outdoor,Clay,2nd Round,3,Arruabarrena-Vecino L.,Zahlavova S.,Arruabarrena-Vecino L.,253
Andalucia Tennis Experience,2011-04-07,Outdoor,Clay,2nd Round,3,Cabeza-Candela E.,Begu I.,Begu I.,258
Andalucia Tennis Experience,2011-04-07,Outdoor,Clay,2nd Round,3,Dulgheru A.,Medina Garrigues A.,Dulgheru A.,27
Andalucia Tennis Experience,2011-04-07,Outdoor,Clay,2nd Round,3,Pous-Tio L.,Azarenka V.,Azarenka V.,82
Family Circle Cup,2011-04-07,Outdoor,Clay,2nd Round,3,Lisicki S.,Bartoli M.,Lisicki S.,182
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Hantuchova D.,Mchale C.,Mchale C.,33
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Lisicki S.,Mirza S.,Mirza S.,182
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Peer S.,Goerges J.,Goerges J.,11
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Petrova N.,Peng S.,Peng S.,22
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Vesnina E.,Stosur S.,Vesnina E.,56
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Wickmayer Y.,Tatishvili A.,Wickmayer Y.,23
Family Circle Cup,2011-04-07,Outdoor,Clay,3rd Round,3,Wozniacki C.,Zahlavova Strycova B.,Wozniacki C.,1
Andalucia Tennis Experience,2011-04-08,Outdoor,Clay,Quarterfinals,3,Arruabarrena-Vecino L.,Kuznetsova S.,Kuznetsova S.,253
Andalucia Tennis Experience,2011-04-08,Outdoor,Clay,Quarterfinals,3,Begu I.,Zakopalova K.,Begu I.,138
Andalucia Tennis Experience,2011-04-08,Outdoor,Clay,Quarterfinals,3,Errani S.,Dulgheru A.,Errani S.,43
Family Circle Cup,2011-04-08,Outdoor,Clay,3rd Round,3,Jankovic J.,Scheepers C.,Jankovic J.,8
Family Circle Cup,2011-04-08,Outdoor,Clay,Quarterfinals,3,Mchale C.,Jankovic J.,Jankovic J.,97
Family Circle Cup,2011-04-08,Outdoor,Clay,Quarterfinals,3,Peng S.,Mirza S.,Peng S.,30
Family Circle Cup,2011-04-08,Outdoor,Clay,Quarterfinals,3,Wickmayer Y.,Wozniacki C.,Wozniacki C.,23
Andalucia Tennis Experience,2011-04-09,Outdoor,Clay,Semifinals,3,Begu I.,Kuznetsova S.,Begu I.,138
Andalucia Tennis Experience,2011-04-09,Outdoor,Clay,Semifinals,3,Errani S.,Azarenka V.,Azarenka V.,43
Family Circle Cup,2011-04-09,Outdoor,Clay,Quarterfinals,3,Vesnina E.,Goerges J.,Vesnina E.,56
Family Circle Cup,2011-04-09,Outdoor,Clay,Semifinals,3,Jankovic J.,Wozniacki C.,Wozniacki C.,8
Family Circle Cup,2011-04-09,Outdoor,Clay,Semifinals,3,Vesnina E.,Peng S.,Vesnina E.,56
Andalucia Tennis Experience,2011-04-10,Outdoor,Clay,The Final,3,Begu I.,Azarenka V.,Azarenka V.,138
Family Circle Cup,2011-04-10,Outdoor,Clay,The Final,3,Vesnina E.,Wozniacki C.,Wozniacki C.,56
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-18,Outdoor,Clay,1st Round,3,Halep S.,Yakimova A.,Halep S.,65
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-18,Outdoor,Clay,1st Round,3,Kerber A.,Pervak K.,Pervak K.,63
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-18,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Bratchikova N.,Kudryavtseva A.,77
Porsche Tennis Grand Prix,2011-04-18,Outdoor,Clay,1st Round,3,Bartoli M.,Pironkova T.,Bartoli M.,12
Porsche Tennis Grand Prix,2011-04-18,Outdoor,Clay,1st Round,3,Li N.,Sevastova A.,Li N.,6
Porsche Tennis Grand Prix,2011-04-18,Outdoor,Clay,1st Round,3,Safarova L.,Barrois K.,Barrois K.,31
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Begu I.,Shvedova Y.,Shvedova Y.,102
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Daniilidou E.,Radwanska U.,Daniilidou E.,168
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Doi M.,Lalami N.,Lalami N.,124
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,El Allami Zhara F.,Pivovarova A.,Pivovarova A.,439
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Flipkens K.,Soler Espinosa S.,Flipkens K.,104
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Pliskova Kr.,Voracova R.,Pliskova Kr.,216
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Pous-Tio L.,Brianti A.,Brianti A.,85
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Rus A.,Rezai A.,Rezai A.,98
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-19,Outdoor,Clay,1st Round,3,Safina D.,Craybas J.,Safina D.,74
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Hantuchova D.,Dulgheru A.,Hantuchova D.,36
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Jankovic J.,Garcia Vidagany B.,Jankovic J.,8
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Krajicek M.,Goerges J.,Goerges J.,140
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Lisicki S.,Cibulkova D.,Lisicki S.,155
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Martinez-Sanchez M.J.,Stosur S.,Stosur S.,33
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Paszek T.,Petkovic A.,Petkovic A.,88
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Radwanska A.,Hampton J.,Radwanska A.,14
Porsche Tennis Grand Prix,2011-04-19,Outdoor,Clay,1st Round,3,Vinci R.,Pavlyuchenkova A.,Pavlyuchenkova A.,42
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,1st Round,3,Cornet A.,Hlavackova A.,Cornet A.,67
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Oudin M.,Oudin M.,45
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,1st Round,3,Hercog P.,Scheepers C.,Hercog P.,68
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,2nd Round,3,Arn G.,Pliskova Kr.,Arn G.,52
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,2nd Round,3,Flipkens K.,Daniilidou E.,Flipkens K.,104
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,2nd Round,3,Kudryavtseva A.,Halep S.,Halep S.,77
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-20,Outdoor,Clay,2nd Round,3,Rezai A.,Lalami N.,Lalami N.,24
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Barrois K.,Bartoli M.,Barrois K.,79
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Jankovic J.,Petkovic A.,Petkovic A.,8
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Li N.,Lisicki S.,Lisicki S.,6
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Pavlyuchenkova A.,Zvonareva V.,Zvonareva V.,21
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Schiavone F.,Radwanska A.,Radwanska A.,4
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Stosur S.,Hantuchova D.,Stosur S.,7
Porsche Tennis Grand Prix,2011-04-20,Outdoor,Clay,2nd Round,3,Wozniacki C.,Kucova Z.,Wozniacki C.,1
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-21,Outdoor,Clay,2nd Round,3,Pervak K.,Brianti A.,Brianti A.,83
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-21,Outdoor,Clay,2nd Round,3,Safina D.,Cornet A.,Safina D.,74
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-21,Outdoor,Clay,2nd Round,3,Shvedova Y.,Pivovarova A.,Pivovarova A.,49
Porsche Tennis Grand Prix,2011-04-21,Outdoor,Clay,Quarterfinals,3,Barrois K.,Radwanska A.,Radwanska A.,79
Porsche Tennis Grand Prix,2011-04-21,Outdoor,Clay,Quarterfinals,3,Lisicki S.,Goerges J.,Goerges J.,155
Porsche Tennis Grand Prix,2011-04-21,Outdoor,Clay,Quarterfinals,3,Stosur S.,Zvonareva V.,Stosur S.,7
Porsche Tennis Grand Prix,2011-04-21,Outdoor,Clay,Quarterfinals,3,Wozniacki C.,Petkovic A.,Wozniacki C.,1
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-22,Outdoor,Clay,Quarterfinals,3,Brianti A.,Oudin M.,Brianti A.,94
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-22,Outdoor,Clay,Quarterfinals,3,Halep S.,Arn G.,Halep S.,65
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-22,Outdoor,Clay,Quarterfinals,3,Lalami N.,Flipkens K.,Flipkens K.,497
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-22,Outdoor,Clay,Quarterfinals,3,Pivovarova A.,Safina D.,Safina D.,116
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-23,Outdoor,Clay,Semifinals,3,Halep S.,Flipkens K.,Halep S.,65
Porsche Tennis Grand Prix,2011-04-23,Outdoor,Clay,Semifinals,3,Goerges J.,Stosur S.,Goerges J.,32
Porsche Tennis Grand Prix,2011-04-23,Outdoor,Clay,Semifinals,3,Radwanska A.,Wozniacki C.,Wozniacki C.,14
Grand Prix de SAR La Princesse Lalla Meryem,2011-04-24,Outdoor,Clay,The Final,3,Halep S.,Brianti A.,Brianti A.,65
Porsche Tennis Grand Prix,2011-04-24,Outdoor,Clay,The Final,3,Goerges J.,Wozniacki C.,Goerges J.,32
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Amanmuradova A.,Craybas J.,Craybas J.,73
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Cabeza-Candela E.,Parra Santonja A.,Cabeza-Candela E.,245
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Chang K.C.,Shvedova Y.,Shvedova Y.,147
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Rodina E.,Camerin M.E.,Camerin M.E.,81
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Rybarikova M.,Bartoli M.,Rybarikova M.,72
Barcelona Ladies Open,2011-04-25,Outdoor,Clay,1st Round,3,Vinci R.,Soler Espinosa S.,Vinci R.,42
